name,email,password
Carol Richardson, "carol.richardson@uwaterloo.ca", "24bc9a995ae13b1992576cd785ce002007bcf348f1c1b17597b8501acc61a721"
Jack Hall, "jack.hall@uwaterloo.ca", "abb49e14cc5042ef5bfc260ade6175b67f88421a126267b9676fa0247456ffc7"
William Phillips, "william.phillips@uwaterloo.ca", "d57d53fa251d5e343591a4ae5333203cfac5aa0ac4b8f13fe51368b87d42db0b"
Donna Martinez, "donna.martinez@uwaterloo.ca", "d5f67030304b4471730c7bc2f1b1ddc4a4b0c491009ff6f0596621a47dfb733c"
Mary Mcdonald, "mary.mcdonald@uwaterloo.ca", "d9ea739010aabee41ded5824e3b179f6c4d8a120894d3eceec7a309e52d86bda"
Nicole Cruz, "nicole.cruz@uwaterloo.ca", "ba8bd54fc7743a876d874f3d3c79b17b6438e392eb9c476ef335a44d28a327b5"
Sarah Hughes, "sarah.hughes@uwaterloo.ca", "7f20b0dd3e9843ab8bf998a3d8167a49ef83e3e28a7f6bdbcc5ef7195267a413"
Nancy Romero, "nancy.romero@uwaterloo.ca", "5e47ce97852c54539eeafa39f5db8f6a8dc2d8e5177c68f86e6532e9a30aa86a"
Russell Wood, "russell.wood@uwaterloo.ca", "8b76420715b4a15984b13458caf45ec8528ca293f067384f9a54c8b695bd5d61"
Gabriel Stephens, "gabriel.stephens@uwaterloo.ca", "23344c1ba6890d01a9ad1afc24fa416ad70e9d3b07fb6fd6ec958b776ca95fea"
Johnny Nelson, "johnny.nelson@uwaterloo.ca", "a637f96da74710e52bbfc3ffc39c44fd842e335d8bc4535dc417f1a6e9ffceb8"
Theresa Ortiz, "theresa.ortiz@uwaterloo.ca", "3b4a884b237343807967d50ecf2366a7d44a12b427e4824b3d02c5deda6093c4"
Kayla Howard, "kayla.howard@uwaterloo.ca", "90f245d6451c881653d2ce6a07b35259ff52323adacf28d07159b732dfa760cf"
Diana Freeman, "diana.freeman@uwaterloo.ca", "ea271b14843c672d71fe678f7c83dbfd621ef010bbc55cb00eeaefd91a77976e"
Joseph Watson, "joseph.watson@uwaterloo.ca", "8c7ddaae8368e51876465e859993b4e6959190e0e0c4d6a68a48a1674979f2c1"
Kevin Ortiz, "kevin.ortiz@uwaterloo.ca", "b43c5230f29101a78e983398fcc867ee8f33084b5b85aa003883f102855e6fb9"
Evelyn Mitchell, "evelyn.mitchell@uwaterloo.ca", "5a4f686e20f08e103a5906c49fa649b1b66e522864ad017f2d1e13b9a3490dd1"
Kenneth Ward, "kenneth.ward@uwaterloo.ca", "878e641e4fc01f4e579262545694c79b50e3df36aef021411a4540cad46c6839"
Amy Butler, "amy.butler@uwaterloo.ca", "4c29c3080905a2b40c4134c0f7931d20d220228f245cebb6b6be2f7246d05814"
Charlotte Jenkins, "charlotte.jenkins@uwaterloo.ca", "dd62bc4be773c339c5a33c24a004a341a683333881c6b3fcdca4600cecaee5ab"
Raymond Kim, "raymond.kim@uwaterloo.ca", "b19e148c4ddbd449ace622a2a53f7f6a5eda771dc8130a50f218a5a540dc7374"
Billy Ross, "billy.ross1@uwaterloo.ca", "0952f1b9993e92c9a7b0938e9afc2a6aff1f13a1aa7e13d662b88a872147a4b4"
Sharon Warren, "sharon.warren@uwaterloo.ca", "643d29d1d6e3a4dd37ab32bab970dafe87437adf36a5b880923e64b8974fa4d2"
Julia Ryan, "julia.ryan@uwaterloo.ca", "781713170c21b74bebf0945aa1665c4cba808e358b5e8690a4b0e2d597ded97d"
Harold Castro, "harold.castro@uwaterloo.ca", "5144fdf10d39556bf049152a8887962a1ac12d56871af2f0bd754744e5798e71"
Nicholas Herrera, "nicholas.herrera@uwaterloo.ca", "dbbc366570323ba64c8c1eced7e1eaadc8193f862ae1964f08e5ccc053fa198f"
Heather Cole, "heather.cole@uwaterloo.ca", "091ce568b1d3cf0074c83d1a5aff2bb835771d43784cd5d9bd12e8214d4f7378"
Natalie Gordon, "natalie.gordon@uwaterloo.ca", "347a8f822ca6325f83272d6ecfb50e167d96b20de0cce78e56142210db6dbba8"
Pamela Gordon, "pamela.gordon@uwaterloo.ca", "af83c24f5260c9b79192d08485e1e7c183b12df6cccf110cc72c6d084a63c3d0"
Dylan Roberts, "dylan.roberts@uwaterloo.ca", "925b5e1c595f59bdb9630c0b8fa7a01f58a9f82c2eda8c2310223ce8966343c1"
Jason Shaw, "jason.shaw@uwaterloo.ca", "ef4a121f3e9176d47be3eaad9f7d43b2ee001d082a14ed69addbd32c9125057b"
Russell Hamilton, "russell.hamilton@uwaterloo.ca", "3035509f0952d23f38ec1a4ff8e3f8c7879a4326cb88cc6118b026753376e2eb"
Ralph Washington, "ralph.washington@uwaterloo.ca", "54c1c869ce2174448e494aba857fad5dae505f36d7b61fd623a67c6666a73da7"
Jose Carter, "jose.carter@uwaterloo.ca", "c23f766b46a9002491464e8a80318090e5d45a353708c389680345dd86a49b56"
Margaret Russell, "margaret.russell@uwaterloo.ca", "045790bba18cb93728f2dd38dbca1778be33b7d2fb25d87d0afd726cff7eacd0"
Ashley Powell, "ashley.powell@uwaterloo.ca", "6d8d14755f4e266c69638c20537e6000b2dce6c679b355acacfc7b2e1084dc7b"
Gregory Henderson, "gregory.henderson@uwaterloo.ca", "8185eb9dce3d4fcd65effba08f4b1dc7836bdfc08fe2e8c10504c353e6d140a7"
Christopher Ruiz, "christopher.ruiz@uwaterloo.ca", "1c714b52094478efa374b8041e8318e377d6b7860dfc0ef9684d9c0586d4f9e8"
Anna Wells, "anna.wells@uwaterloo.ca", "c3bcb98a6326cb469f5ba272ca13c90dd83d31a12e8af426d5c7b2d8228c6207"
Paul Clark, "paul.clark@uwaterloo.ca", "fec6a2e98a5fbaf2a390d263f8b0154eab5dec41ee072fc6c9c356c475b291b5"
Austin Foster, "austin.foster@uwaterloo.ca", "d5de1ae1711d300edf6c8194fe1c39cae7c3d75d72019ad867d0fdc048de8e06"
Doris Butler, "doris.butler@uwaterloo.ca", "d7ebe6867cac5b355e68373b6cd8d844e300848b0c098f300f8d200234d31c3b"
George Ferguson, "george.ferguson@uwaterloo.ca", "07680e19315369bfe19bf56e960b1af4048d23f3b1d54d95e7c4569d0789e357"
Mary Bailey, "mary.bailey@uwaterloo.ca", "409cf3fb47cfb658a4515ee95960d7b07418e8dc7f44e640c10c26784209751d"
Janice Campbell, "janice.campbell@uwaterloo.ca", "794c4fcc491c37801bda21ea468fddd27ee233c4f14ee32a7980dfffab1c200e"
Henry Daniels, "henry.daniels@uwaterloo.ca", "fdf7b8cec490327a7805a66c93863fd89d7da301c551fe1eb4c6d606e6b4af79"
Donna Wells, "donna.wells@uwaterloo.ca", "b354a28e07e7cd6b969f22a81f05f53e370df4238b10697397c1166540062cb2"
Samuel Evans, "samuel.evans@uwaterloo.ca", "12519293b0c7791ed5d51a0b6a7e3ba683b3530793911cb2a4296c01d432720f"
Mary Warren, "mary.warren@uwaterloo.ca", "5b5b2b3b0ca0b49a7b0a38598298cb2cfb58d257ef30a9604c73b3fdf68e3eb7"
Christine Parker, "christine.parker@uwaterloo.ca", "7727b9ac681b0f1d74802f092678cc6d41893c550f86171992832a990a2a6d2b"
Roy Robinson, "roy.robinson@uwaterloo.ca", "a96e7e2b094a65faba76e44f2cd2eb9cd171e6547631b545f9ab8c510f198663"
Nicole Soto, "nicole.soto@uwaterloo.ca", "9b6c40102163b6cbb1ef8e9d4875fbd42e7ef911217e8d7e646211abf0d90625"
Carl Munoz, "carl.munoz@uwaterloo.ca", "6d0f3b4118520664d1239a63d03f48d8f0ef43407cb3c9bba5009c47f7c44585"
James Meyer, "james.meyer@uwaterloo.ca", "45a5cf97ecd636a0565297b560232a0f5fc5db734bfed65603937aa97a221eda"
Betty Richardson, "betty.richardson@uwaterloo.ca", "bb01d8768433bb2e52570c7a52b2b43ed5f0b022a73ba275133827eb26cfe49a"
Bryan Hall, "bryan.hall@uwaterloo.ca", "4fb1bf4b9ba404b5c4269bf7a7453d2d818cfb86527a9e76100500d8a45ae626"
Brandon Ortiz, "brandon.ortiz@uwaterloo.ca", "39511f954350fd65ca548c6d69f001c90792dd1e69c8ab3ea64a983f234532e5"
Anna Stewart, "anna.stewart@uwaterloo.ca", "18b23063121dd18a109f9a9f31ee90deceec0a655bfe3934f5e7e3464c8ece87"
Matthew Reyes, "matthew.reyes@uwaterloo.ca", "b045361b926227b1b6ad75fdf422407bd227059d48b7fa89e153f76fbbc151c0"
Janet Myers, "janet.myers@uwaterloo.ca", "463ccdacd5d1cba30797acfb30b76573ac33d2ba31e051abdbbb555f6bb515f7"
Christine Garcia, "christine.garcia@uwaterloo.ca", "855ce8f8315d4112944edf2b76f833330d9ad3ac0d865d17a1068daa4cfda493"
Carol Martin, "carol.martin@uwaterloo.ca", "b0000c7536daf4bc2095dab9deffb8a6a2254238b7268a1967f2dfb8bc6cb3d9"
Kyle Garcia, "kyle.garcia1@uwaterloo.ca", "5e4e05aa3ea0b953b6f20a4c3d8219d7909c56407c2e961a00e05ed217e9ccfa"
Lawrence Alvarez, "lawrence.alvarez@uwaterloo.ca", "56a4abb87c011147f052633f4cd8a6cef63b50d5e592fb5c6911fdfb6be94398"
Jacqueline Smith, "jacqueline.smith@uwaterloo.ca", "3e833b967eb65a7023cc8c091ee11bb8b36272bc9082e3fe9e3ce4812a875f85"
Susan Scott, "susan.scott@uwaterloo.ca", "1454daeaf27371e17e88ce36041925e314d5e05dbeee7593e629984500413556"
Diana Henry, "diana.henry@uwaterloo.ca", "f1b2ceb32273cb5fd6231f14816bc144e9558f790de9461867ee0f5a6a03b91f"
Dorothy Sanders, "dorothy.sanders@uwaterloo.ca", "10e3ebc5fed56e4152b82c091fe9f2d6ddecbd9474a6bc2442f26ff18290dea8"
Cheryl Snyder, "cheryl.snyder@uwaterloo.ca", "0d30833761bb9f210e99a3b9a90d990b4db0fa45a91cd56519f5fac00961eca6"
Brittany Ortiz, "brittany.ortiz@uwaterloo.ca", "e8e4e0399342513fa6a594743d27ad3351e07429dfcb96e254c4df9c4bb43fff"
Amanda Tucker, "amanda.tucker@uwaterloo.ca", "706f232d8c93806627b49270689a29cb5abd237fac305f5e38789030131efc8f"
Jacqueline Rivera, "jacqueline.rivera@uwaterloo.ca", "9ef5649e1ff503d3b31c1827cdbc6d7c71e62e042d88f9d830cf8d48fe63e2ac"
Stephanie Ruiz, "stephanie.ruiz@uwaterloo.ca", "b3746d1e735bb8b1ce8643711ec6f210810f91ef745244d51a74a8030780e431"
Carol Ruiz, "carol.ruiz@uwaterloo.ca", "6aeb26e438686f6501c3f5dd4ee43d13b173c6e137e0455062752ebcc0be1645"
Andrew Price, "andrew.price@uwaterloo.ca", "cb40a955d599ffb175db68fe29defe2ea5739b5c081ba170bd8236ecda5e1b7a"
Jordan Wood, "jordan.wood@uwaterloo.ca", "a4e3a76198fa24d6d40bf2d5ba22f73ab4de53201634a0f40301044dcdb7a282"
Philip Hamilton, "philip.hamilton@uwaterloo.ca", "91f7f722e8df9807dc73ed9d9caa749ad59c51f4d49f3222413de63b7928ec9b"
Matthew Parker, "matthew.parker@uwaterloo.ca", "a777edb639d77e451c00a53d3320f3f1de5ba5eab3c8a38f677336c5cea4ec78"
Joseph Schmidt, "joseph.schmidt@uwaterloo.ca", "06fff1f61f257cc3bcfa459287b504c2c414e7de2d2bd9ab7fb7ff88abf9df0b"
Sarah Jenkins, "sarah.jenkins@uwaterloo.ca", "b9e3f4029a16dd1a7a061d33c893cf13d85a370a3ec69a266104a1f3dc235496"
Janice James, "janice.james1@uwaterloo.ca", "1cbb63cfa31d08fd5d11fb42e6dbfe08b1bd290de5e64d2966fcaf4023f9a7ca"
Kevin Cooper, "kevin.cooper@uwaterloo.ca", "e3a0d55744adcbe49a7dfe8f8c5aa6fc1165b16063865d1cbffb762fdfc2c679"
Jack Gibson, "jack.gibson@uwaterloo.ca", "389136ceef54d6e5df41f023f2985f8c47c2cf137a19d4ee7cd1caac3f4cd771"
Albert Clark, "albert.clark@uwaterloo.ca", "527318f0a490129a6722de894109f444403e2ffd90e5b83fd1c52f752a0d4a21"
Andrea Gonzales, "andrea.gonzales@uwaterloo.ca", "63aaba995dc1f2062cf1637bb86f23e4a3c9483a23323e9580caaad7c2abd85d"
Paul Murphy, "paul.murphy@uwaterloo.ca", "834b02b1b65e9a82a934346a05354f32993affbb30548b01e2a2cb84fe4bf050"
Ann Nelson, "ann.nelson@uwaterloo.ca", "2b287da4cf03933d58ffc66ae14589f424ceace9d6fc4173d934a0de757a6ab9"
Donna Murphy, "donna.murphy@uwaterloo.ca", "6f9916dd1b48a1bbc163542ca327798f9abb7320bb2bdac24fb93dbdc19cbd71"
Dennis Alexander, "dennis.alexander@uwaterloo.ca", "6ec71f0c94ba173ae6a5bb04d96ff4bd56b2164ea20e3ee5adfc60dea01be904"
Stephen Fisher, "stephen.fisher@uwaterloo.ca", "b1c6705aed9990f07745348df915a2a642e72aa4b26c783e23f492b592add6bb"
William Ramos, "william.ramos@uwaterloo.ca", "333f62a17b02e03d62b25635d5e00955d253622e256f8ff5efe12547531de47a"
Madison Ramos, "madison.ramos@uwaterloo.ca", "8deb89686ac50491cefe75665c57a40bede5e5120872f595ebe094f8d1de56c2"
Douglas Cole, "douglas.cole@uwaterloo.ca", "de3068a47e0c95256c95cebc9df616efc53ba66e8ff43ca500288cc6efde11a8"
Heather Torres, "heather.torres@uwaterloo.ca", "6998454b775ed2102acc99c8e33c2079b58e552033d78626f54908f302e7f8eb"
Rebecca Hunt, "rebecca.hunt@uwaterloo.ca", "8030e925b5ba94e586cdf03ac5ca219e8492c144dd5a273414eb99c2a45a1a77"
Carolyn Green, "carolyn.green@uwaterloo.ca", "67271f378a31515a6ac31c0ab57382fbc31aa851b2dc6d5c8739e74e923816b0"
Ann Hicks, "ann.hicks@uwaterloo.ca", "ec157c394b4cc9e0f623e458d9841790dd78d6b443bbb338dc5e8c3ab80973ff"
Stephanie Ward, "stephanie.ward@uwaterloo.ca", "9b3d04ec57abc8b6c0e1823a45792cbb98ce19075f0001c70dab33441b6ada56"
Joe Romero, "joe.romero@uwaterloo.ca", "d9add75f09981060980c7d69c7895e7eaad71aef6c5911b8f575ff3f00081faf"
Johnny Chen, "johnny.chen@uwaterloo.ca", "1390f4a3cc7f67966a9d397e5331be58e9d69972720878f53cf06ac4c0340448"
William Turner, "william.turner@uwaterloo.ca", "8ac48ff146f4defdc210b6c1184cd74d94bdcdd3eff20e01937560f79fb17e3a"
Stanley Owens, "stanley.owens@uwaterloo.ca", "1b5bbd5d8ac4f8510d77f0dd3402d0cf78f4cada05a8fb382b6032c876d0e078"
Ann Peterson, "ann.peterson1@uwaterloo.ca", "8580b2f1a73953b31027754f0dffd438f104012264940c39fddd601462bb3ed6"
Joshua Stone, "joshua.stone@uwaterloo.ca", "cb307340582fefff0d662197d75cbd5c549263b559b27a1b544019d3aabd94b3"
Louis Perez, "louis.perez@uwaterloo.ca", "f5cd26ebcf2732b6e1a1661bd7bc967ca2bda436920cf21fb9056d2e43729507"
Ashley Fox, "ashley.fox@uwaterloo.ca", "145a95efac04601b698d43000efeb5442bc39eea5a1cc3452ef4879da08af5b7"
Dylan Griffin, "dylan.griffin@uwaterloo.ca", "2d7b298fd9a944b521bb91999496389003e69803957ee2ef1d54bde9b2106506"
Nicholas Schmidt, "nicholas.schmidt@uwaterloo.ca", "a40ac68600d60110c8511931a9b1e9e0f6f443a350ba9a51a087175a898c7902"
Betty White, "betty.white@uwaterloo.ca", "dfdb70161667b3242192044e5d5c6b3e756f855639569d8296a0a4605147577a"
Vincent Coleman, "vincent.coleman@uwaterloo.ca", "e658877ae185f3b3ad07d5646a14ffecc59cfb059f6065b0d3a95dfe175f1374"
Terry Gonzales, "terry.gonzales@uwaterloo.ca", "2458aa93dd8de43145d449e28b5e9902e199073b6cdc80cdf3f8fb7e35170d98"
Marilyn Wilson, "marilyn.wilson@uwaterloo.ca", "b11c5d086b401ef29dd16924f51a4b3ba1fa05e3e23c199339f7dda2c4a8fdee"
Deborah Harris, "deborah.harris@uwaterloo.ca", "9e68a43512f6930fc753c6c785e99b94db0bd210418bdbe69c2b0eaeba174ae4"
Christopher Ruiz, "christopher.ruiz1@uwaterloo.ca", "da45902976106380d0d97f755bfc1c9c462f0de2fe98c04c502f4792458a7882"
Heather Mendoza, "heather.mendoza@uwaterloo.ca", "c80b792936381cb8fd731e3d341fa96a970fbc332f0ddc0e36d9eaea2a0d2806"
Logan Gutierrez, "logan.gutierrez@uwaterloo.ca", "c337996e08a41a87e1ee116cb8b972f97754582ac63c7ae092bf37d2ffb64ee3"
Diana Lewis, "diana.lewis@uwaterloo.ca", "fe34787a5c26c04048c65094b820be21028aa34135a4aed791644f8d79dc26ad"
Christine Russell, "christine.russell@uwaterloo.ca", "25cc993b3cb651b70fed321e6fa65f141552bde7e6863ebda26837c788d35ba7"
Aaron Hayes, "aaron.hayes@uwaterloo.ca", "51e9fd204fc4eeb81c7c210586c2f32c9cdcd7c9b724d31b3fe4f7c417d7830b"
Barbara Long, "barbara.long@uwaterloo.ca", "163bdb2a1d959f87dddc476c82a465ef8d92977e54cc156a05e1749c7a760491"
Cynthia Price, "cynthia.price@uwaterloo.ca", "cc47487bfe36f9111a921cc8efeb778387b99840184568e4954dc0d172a2dea6"
Christina Kim, "christina.kim@uwaterloo.ca", "7348b54164453e44b27a4b4ca394b698ae36d2d3c22f319a94c7d95241697867"
Donald Wagner, "donald.wagner@uwaterloo.ca", "3d946b882d09280a1bb106925fd4f7adb43fbaaf12896a5d0e1cd3ded4da44fe"
Robert Morris, "robert.morris@uwaterloo.ca", "d84d0523f6d5a2031775f8938252796e7503676654e8a79b18fd62dfdecf039c"
John Price, "john.price@uwaterloo.ca", "cb823bc9fbada80f88580746ae194b39e6d2a0991518d3e35c463c64d01c45f4"
Ethan James, "ethan.james@uwaterloo.ca", "bc54c540c515d5851a73db527217caf9d5364e6e9b0c3ef1b71e4dc2bda0f094"
Bryan Evans, "bryan.evans@uwaterloo.ca", "60671954edf95a3f976a912a4851ab4c8bf6c17d2e8cea18f591703fd5b082f6"
Nathan Brown, "nathan.brown@uwaterloo.ca", "0a1b50c3b341e6292d8d73245e788c398eb7d11d6f0edae663662361eccf3c48"
Dylan Castillo, "dylan.castillo@uwaterloo.ca", "3b1bb6048e6a66fb20cee8fe68c26e14bccb77b655e4a20ea9f32e53f3e9dbe6"
Cynthia Coleman, "cynthia.coleman1@uwaterloo.ca", "2ed700e45319a905e3802bcc24fe9df72742a70153029f64626628d7aa504350"
Joan Robertson, "joan.robertson@uwaterloo.ca", "737d761e6d6cb6ff1d82c3b58041c6813a85bba6ed5f70e37f2d609d2ee21664"
Sarah Rogers, "sarah.rogers@uwaterloo.ca", "baebefcff701cfb181a0eb8962230c2b0ee51587f9d24c3e9dd2b90aea216618"
Dorothy Harrison, "dorothy.harrison@uwaterloo.ca", "ca4a2a14f563d690e7a67983ca990d413fc2f2fca8a2e0d7189661095e61faa7"
Sara Bennett, "sara.bennett@uwaterloo.ca", "6cbf449af826da4027db9d599bc8bd5ad9298ab18366f4eb4b12bc6beafd3344"
Melissa Ellis, "melissa.ellis@uwaterloo.ca", "c37297b78885db80f79bc3ffe1849e252bb95796b84122e261a7cde879ae2cca"
Amy Reyes, "amy.reyes@uwaterloo.ca", "8d5ff8d78a12f94e2530562e1f9253bdebf2ae341da182e5b2b517b227bd4ddb"
Isabella Rice, "isabella.rice@uwaterloo.ca", "8a456d2663cae1b0edae0fdb0198cec4bd20952e6c0b487f832c5e610d856c5b"
Margaret Green, "margaret.green@uwaterloo.ca", "5ffa8abfdcdd59d3b120676cf0b01f57c45db463b40c084370cfe219526bb966"
Louis Williams, "louis.williams@uwaterloo.ca", "03418cf1a698a3baa3d6ccba8d56da7bb53618686a883d48a6015c1f889d108f"
Lori White, "lori.white@uwaterloo.ca", "486ff505941fcc7f5994dffff39bdc8a722530551cad660939b6f18558b2e930"
Linda Cooper, "linda.cooper@uwaterloo.ca", "b95e51f6b9989007d2d14f3543a6ded67ecffeddfdc723d3793d42af5aa04081"
Billy Sullivan, "billy.sullivan@uwaterloo.ca", "8b93e2f966ba70840a3a31feec48d1b505c8deb65b9a2fce557897678df478ee"
Jacqueline Wagner, "jacqueline.wagner@uwaterloo.ca", "baf1fb7d687e7a8349873522b34cbc4040d76d4ebc7c029127715b5562752b65"
Melissa Smith, "melissa.smith@uwaterloo.ca", "db0afda9297c2ad8a26ae45fa49f5b2f3b93b425226a21543f13276d81ce5b69"
Christina Gibson, "christina.gibson@uwaterloo.ca", "0261d34ad28d2381257860a4b24a6a7d68f4a5270c3d3ed7dbdbbe78e415710c"
Henry Kim, "henry.kim@uwaterloo.ca", "a34fe49c1c9afb4da5fb3c5611ea0a252a1541ec195a256ad1237b8a30a37d11"
Kenneth Simmons, "kenneth.simmons@uwaterloo.ca", "e5b727d53ebf6d2649d691123a3e3d200ca6b4fc7906bbd8c4f66ead380d807d"
Susan Wells, "susan.wells@uwaterloo.ca", "9a0616328b22bfb014bc8edb4efe974e72e0ae61f6af9c7ad33549f66f785c8e"
Ralph Ramos, "ralph.ramos@uwaterloo.ca", "8bb409a0624e80de0625168c38c7eb1b6cdc634a3e4eb55d1650e94656fb0320"
Robert Moore, "robert.moore@uwaterloo.ca", "b6b5ae4bcf5b41912c3e1284b4d873c5eabe78a54e7af6b7908a9c99dac0b976"
Kelly Herrera, "kelly.herrera@uwaterloo.ca", "4d19b587dae6ec396a07468c710255874878187b70c2d279d041063f5f630dd9"
Katherine Gonzalez, "katherine.gonzalez@uwaterloo.ca", "8c33c768e1d694192e74a5e146bf0dd1c9193d2a64a4082b9b8b1f6b235d267a"
Gregory Murray, "gregory.murray@uwaterloo.ca", "29baadade8d9fcaf487381fb109e6b824ad4d41df4885a85e1e978b1c080007d"
Michelle Rice, "michelle.rice@uwaterloo.ca", "2bab1643fa27a9027afbcde9fc8ede7fcb5579ca64db92ddef75da03d70292fb"
Abigail Mills, "abigail.mills@uwaterloo.ca", "7bf807956ecd6877c45bfcb92b18c9b16a92325cd591936cfb3453ecfe5566e1"
Margaret Stevens, "margaret.stevens@uwaterloo.ca", "e53517265ff77d2c1d360a6c22e8ca5bef17bb94fd8b065120140a6d54528e86"
Ethan Price, "ethan.price@uwaterloo.ca", "9bc9852860e6e24fcdcfdbce266ffe6f6928020a1fe836e2a17f0aa2d82388e5"
Hannah Johnson, "hannah.johnson@uwaterloo.ca", "5fd32e554cd0bd82de4c8bcab6ffbd51258d355a60205e8b5cef8e70101b3f58"
Jerry Garza, "jerry.garza@uwaterloo.ca", "bab74ca4ee185d0f722f8fa8248d8e1b7bdf47aecc9686f393eb26ed0f051756"
Elizabeth Mills, "elizabeth.mills@uwaterloo.ca", "ab447d3e5f31266d9ac3070e156a9f42663ee040fcf1ef6c13c7754801a28452"
Justin Warren, "justin.warren@uwaterloo.ca", "6c56aa6b0e1a9f7625f4ca7d0a3f12f9837409dc7656222c2db0007b0455f5b0"
Kyle Morales, "kyle.morales@uwaterloo.ca", "7f7cb9c4c2354db7e2c4650a8c6d49c38dd6e804ee8ea460df5c71a39750f2b2"
Alexis Ramos, "alexis.ramos@uwaterloo.ca", "969a3c44d0b8d8879b9de839d887713da5ecd9a0b60aa3356ae640869963cdd6"
Charles Morgan, "charles.morgan@uwaterloo.ca", "15ed24612d5841f7438004771f38203e934fd66d1f09341a4174c4a7e4ecc41b"
Helen Bailey, "helen.bailey@uwaterloo.ca", "10f1797d101f581c4980c11455ab6f3b6cf79bcbb737c18ede0b2d4e7a392260"
Kelly Clark, "kelly.clark@uwaterloo.ca", "3a93a7d8e007de0105c9dc060b2cf49d798667c554a7816ee4102b98b1a33aca"
Jose Moore, "jose.moore@uwaterloo.ca", "5d4919d9e27ec897d5c55b1c1162959c84ad86805fdf907b05635976ddb666ca"
Tyler Price, "tyler.price@uwaterloo.ca", "cb222da6b1c6901f5b213b8038cce59314267c559a17c475e98a723bbd5cd2dc"
Gerald Ross, "gerald.ross@uwaterloo.ca", "4548ad979de81dc902372a67af3be25fa59c9412cec04de93f6d9ea3b0506bca"
Kathleen Coleman, "kathleen.coleman@uwaterloo.ca", "37315820753aa1b1e3b49978de1778dbc61a7171687bd9e5229163be95290071"
Jonathan Butler, "jonathan.butler@uwaterloo.ca", "41666701432c06474969eec664d10daabd63da66e578bb53de9db29853790cf0"
Charlotte Shaw, "charlotte.shaw@uwaterloo.ca", "921c53248c240d818c3c44ea553defef0005ca4b540f5832e811216372338d45"
Benjamin Stephens, "benjamin.stephens@uwaterloo.ca", "9585903122640627bdf3c0d75ad2fc40a47b4c619068349a872c7002bf343ab1"
Bruce Williams, "bruce.williams@uwaterloo.ca", "d628d5abf8965ff45f77b06873fef49ae6de5ef60a6f9eb17f539dab33181edf"
Victoria Fernandez, "victoria.fernandez1@uwaterloo.ca", "13834c0d38a99d60711e4d7956bcf528cc2a6e878b8a1bfd1fecd04e91ce2384"
Jose Stephens, "jose.stephens@uwaterloo.ca", "e21ef5afde20b07bdf8ee671fdf1c9340a95e126ed869b98c39aaa3446631744"
Shirley Cook, "shirley.cook@uwaterloo.ca", "fe8daed7bcffb2020354a3cccccacb4820cb9a9caca3f46392c3576889110100"
Sophia Reynolds, "sophia.reynolds@uwaterloo.ca", "4194a3375a84af239bb45ff60501f344abbcd2164e7b30dfad94022ba1ee1fa8"
Jean Sanders, "jean.sanders@uwaterloo.ca", "db67bd1f2e4cee16e91d1d7c56911956acad2e98784712f5af6bfdf8a3a0a77a"
Andrew Williams, "andrew.williams1@uwaterloo.ca", "b2b3d5fc7adc642e2121e1b3b3ebbbe781928f9729c173faccba0810f184e246"
Carol Jordan, "carol.jordan@uwaterloo.ca", "c334a31253da0ef9244d8ec73af2869511e88fea0b6517cf7138067f5c4878e1"
Andrea Flores, "andrea.flores@uwaterloo.ca", "c787f3fe0173bec5d85daa59c6ee5630249a518add19c37f5926e72d54fecbe6"
Scott Reed, "scott.reed@uwaterloo.ca", "c642e4e3bb6e2aca67e3d7ebac93f42ee588d0752dfa975b708dded44cf92da5"
Jason Patterson, "jason.patterson@uwaterloo.ca", "02d1aec3b78ee65688e5f50d2419ae071c9e843f057337c3ab922c581d9bd35d"
Kathleen Fox, "kathleen.fox@uwaterloo.ca", "29198daf2bab0e50d233a149a786acd1dcff0acfed64bbcf218aa679424ccd1c"
Samantha Anderson, "samantha.anderson@uwaterloo.ca", "fc84b581182babf36f284706b55d258e7ad0a483cf174c288026d6afb05e2f5b"
Dylan Alvarez, "dylan.alvarez@uwaterloo.ca", "78ddc47d4f249ec917781c99d417d11eb86a85fe12b60c47188bbfdff831f06f"
Christina Morgan, "christina.morgan@uwaterloo.ca", "60f95e3bc4d24506b60d27f4abb4a4f64eb999e13c82591f8af9e4c10756f352"
Melissa Freeman, "melissa.freeman@uwaterloo.ca", "73450438cb4d94f8c155b77db71262043b64642b78a6361e936047cd299d8c32"
Alexander Fox, "alexander.fox@uwaterloo.ca", "ffee38295244980f6a437b1483e012732ce7de31ba72832ad6af7258222389c0"
Sarah Flores, "sarah.flores@uwaterloo.ca", "6ebaf9ce40875c9ad050c8180653b3ed7ed2b413c93971b17f6c110204169b50"
Keith Thompson, "keith.thompson@uwaterloo.ca", "2286b50a8391cc3d0a55b903cf3df556576df926d8a4bb479e7a20199d867b07"
Kyle Lee, "kyle.lee@uwaterloo.ca", "28732c1c974b875e0961e74728e046bd9470642292c9466b145c3cc9daed10d6"
Joe Collins, "joe.collins@uwaterloo.ca", "5d8613c3a29d3cfabef351a0710e75dbe4d3449cdbed23b3883d86d195267b2e"
Gabriel Stewart, "gabriel.stewart@uwaterloo.ca", "9683d8d4b34a5788b49f252c80ff396377a1d39034e1e809190002c044bfb817"
